01.06.2020 13:49:41(01.06.2020 14:11:20 ~ 01.06.2020 15:49:41) > Undelivered Order. ShopID = 350. OrederID = 2451189. Weight = 3,968, Lat = 55,663513, Long = 37,517921, dist =0,68 km, arrivalTime =  2,05 min
01.06.2020 15:30:13(01.06.2020 16:21:03 ~ 01.06.2020 17:30:13) > Undelivered Order. ShopID = 2764. OrederID = 2456634. Weight = 13,326, Lat = 55,495228, Long = 37,128948, dist =6,34 km, arrivalTime =  19,01 min
01.06.2020 15:23:49(01.06.2020 16:32:03 ~ 01.06.2020 17:23:49) > Undelivered Order. ShopID = 2764. OrederID = 2456888. Weight = 4,943, Lat = 55,5204650900374, Long = 37,2114430240281, dist =5,04 km, arrivalTime =  15,12 min
01.06.2020 17:19:49(01.06.2020 17:58:51 ~ 01.06.2020 19:19:49) > Undelivered Order. ShopID = 2764. OrederID = 2463805. Weight = 6,128, Lat = 55,554771, Long = 37,157608, dist =1,94 km, arrivalTime =  5,81 min
01.06.2020 17:48:29(01.06.2020 18:24:34 ~ 01.06.2020 19:48:29) > Undelivered Order. ShopID = 2764. OrederID = 2465100. Weight = 11,006, Lat = 55,533878, Long = 37,221325, dist =5,10 km, arrivalTime =  15,31 min
01.06.2020 11:18:05(01.06.2020 12:28:05 ~ 01.06.2020 13:18:05) > Undelivered Order. ShopID = 2856. OrederID = 2441478. Weight = 2,763, Lat = 56,130387, Long = 47,284693, dist =2,53 km, arrivalTime =  7,58 min
01.06.2020 18:50:39(01.06.2020 19:12:16 ~ 01.06.2020 20:50:39) > Undelivered Order. ShopID = 2856. OrederID = 2468377. Weight = 9,707, Lat = 56,0914141, Long = 47,2774995, dist =4,95 km, arrivalTime =  14,85 min
01.06.2020 18:50:01(01.06.2020 19:25:54 ~ 01.06.2020 20:50:01) > Undelivered Order. ShopID = 2856. OrederID = 2464944. Weight = 13,079, Lat = 56,1446396996171, Long = 47,255446, dist =2,55 km, arrivalTime =  7,66 min
01.06.2020 19:27:31(01.06.2020 19:37:47 ~ 01.06.2020 21:27:31) > Undelivered Order. ShopID = 2856. OrederID = 2469931. Weight = 4,438, Lat = 56,129177799617, Long = 47,2517638, dist =0,48 km, arrivalTime =  1,43 min
01.06.2020 10:18:11(01.06.2020 10:31:24 ~ 01.06.2020 12:18:11) > Undelivered Order. ShopID = 2858. OrederID = 2437498. Weight = 2,15, Lat = 56,263649, Long = 44,018272, dist =0,22 km, arrivalTime =  0,65 min
01.06.2020 13:24:05(01.06.2020 13:41:37 ~ 01.06.2020 15:24:05) > Undelivered Order. ShopID = 2858. OrederID = 2449387. Weight = 12,179, Lat = 56,26458, Long = 44,020977, dist =0,02 km, arrivalTime =  0,06 min
01.06.2020 14:09:44(01.06.2020 14:24:17 ~ 01.06.2020 16:09:44) > Undelivered Order. ShopID = 2858. OrederID = 2451116. Weight = 7,901, Lat = 56,262127, Long = 44,016224, dist =0,46 km, arrivalTime =  1,39 min
01.06.2020 14:16:36(01.06.2020 14:30:07 ~ 01.06.2020 16:16:36) > Undelivered Order. ShopID = 2858. OrederID = 2452802. Weight = 2,071, Lat = 56,2603819996175, Long = 44,0136718, dist =0,76 km, arrivalTime =  2,28 min
01.06.2020 15:41:20(01.06.2020 16:02:32 ~ 01.06.2020 17:41:20) > Undelivered Order. ShopID = 2858. OrederID = 2457620. Weight = 9,332, Lat = 56,26088, Long = 43,99799, dist =1,75 km, arrivalTime =  5,26 min
01.06.2020 17:23:47(01.06.2020 17:33:11 ~ 01.06.2020 19:23:47) > Undelivered Order. ShopID = 2858. OrederID = 2463213. Weight = 4,061, Lat = 56,26458, Long = 44,020977, dist =0,02 km, arrivalTime =  0,06 min
01.06.2020 19:57:11(01.06.2020 20:12:01 ~ 01.06.2020 21:57:11) > Undelivered Order. ShopID = 2876. OrederID = 2471462. Weight = 4,573, Lat = 55,7447871, Long = 37,9992362, dist =0,85 km, arrivalTime =  2,54 min
01.06.2020 16:46:51(01.06.2020 17:03:24 ~ 01.06.2020 18:46:51) > Undelivered Order. ShopID = 2883. OrederID = 2460458. Weight = 4,101, Lat = 51,7039643972375, Long = 36,0761728, dist =11,32 km, arrivalTime =  33,97 min
01.06.2020 18:00:31(01.06.2020 19:10:31 ~ 01.06.2020 20:00:31) > Undelivered Order. ShopID = 2883. OrederID = 2447703. Weight = 2,656, Lat = 51,813934, Long = 36,167419, dist =9,18 km, arrivalTime =  27,54 min
01.06.2020 18:52:46(01.06.2020 19:37:31 ~ 01.06.2020 20:52:46) > Undelivered Order. ShopID = 2883. OrederID = 2435492. Weight = 0,548, Lat = 51,7389418192932, Long = 36,198015405421, dist =1,15 km, arrivalTime =  3,45 min
01.06.2020 19:06:10(01.06.2020 19:42:27 ~ 01.06.2020 21:06:10) > Undelivered Order. ShopID = 2883. OrederID = 2468851. Weight = 0,763, Lat = 51,720592, Long = 36,139286, dist =5,75 km, arrivalTime =  17,24 min
01.06.2020 19:51:47(01.06.2020 21:01:47 ~ 01.06.2020 21:51:47) > Undelivered Order. ShopID = 2883. OrederID = 2471096. Weight = 4,368, Lat = 51,759777, Long = 36,191719, dist =1,69 km, arrivalTime =  5,08 min
01.06.2020 10:07:00(01.06.2020 10:15:17 ~ 01.06.2020 12:07:00) > Undelivered Order. ShopID = 2892. OrederID = 2435185. Weight = 3,888, Lat = 47,1338899980389, Long = 39,7246661, dist =11,73 km, arrivalTime =  35,18 min
01.06.2020 10:20:30(01.06.2020 10:35:00 ~ 01.06.2020 12:20:30) > Undelivered Order. ShopID = 2892. OrederID = 2434365. Weight = 4,552, Lat = 47,2682934992151, Long = 39,6645326, dist =7,77 km, arrivalTime =  23,32 min
01.06.2020 14:24:49(01.06.2020 14:45:02 ~ 01.06.2020 16:24:49) > Undelivered Order. ShopID = 2892. OrederID = 2454003. Weight = 6,628, Lat = 47,2726055, Long = 39,7117809, dist =6,84 km, arrivalTime =  20,51 min
01.06.2020 16:57:08(01.06.2020 17:12:50 ~ 01.06.2020 18:57:08) > Undelivered Order. ShopID = 2892. OrederID = 2461677. Weight = 10,224, Lat = 47,2210433996076, Long = 39,7174759, dist =0,19 km, arrivalTime =  0,58 min
01.06.2020 18:57:41(01.06.2020 19:06:51 ~ 01.06.2020 20:57:41) > Undelivered Order. ShopID = 2892. OrederID = 2452215. Weight = 1,633, Lat = 47,230663, Long = 39,708469, dist =1,38 km, arrivalTime =  4,14 min
01.06.2020 19:10:37(01.06.2020 19:32:59 ~ 01.06.2020 21:10:37) > Undelivered Order. ShopID = 2892. OrederID = 2469068. Weight = 4,495, Lat = 47,224709, Long = 39,711086, dist =0,59 km, arrivalTime =  1,76 min
01.06.2020 11:51:48(01.06.2020 12:22:51 ~ 01.06.2020 13:51:48) > Undelivered Order. ShopID = 2902. OrederID = 2436430. Weight = 3,803, Lat = 48,794094, Long = 44,578968, dist =12,73 km, arrivalTime =  38,19 min
01.06.2020 11:36:56(01.06.2020 12:27:33 ~ 01.06.2020 13:36:56) > Undelivered Order. ShopID = 2902. OrederID = 2443158. Weight = 6,804, Lat = 48,755179, Long = 44,503662, dist =6,50 km, arrivalTime =  19,51 min
01.06.2020 12:03:10(01.06.2020 13:13:10 ~ 01.06.2020 14:03:10) > Undelivered Order. ShopID = 2902. OrederID = 2444948. Weight = 0,888, Lat = 48,8188041, Long = 44,6325579, dist =17,94 km, arrivalTime =  53,81 min
01.06.2020 12:12:13(01.06.2020 13:22:13 ~ 01.06.2020 14:12:13) > Undelivered Order. ShopID = 2902. OrederID = 2444675. Weight = 10,301, Lat = 48,777233, Long = 44,553524, dist =9,81 km, arrivalTime =  29,43 min
01.06.2020 12:45:50(01.06.2020 13:55:50 ~ 01.06.2020 14:45:50) > Undelivered Order. ShopID = 2902. OrederID = 2447083. Weight = 4,405, Lat = 48,723701, Long = 44,524078, dist =2,22 km, arrivalTime =  6,66 min
01.06.2020 17:30:02(01.06.2020 17:45:42 ~ 01.06.2020 19:30:02) > Undelivered Order. ShopID = 2902. OrederID = 2463370. Weight = 0,703, Lat = 48,8199873581581, Long = 44,6385768099743, dist =18,37 km, arrivalTime =  55,10 min
01.06.2020 10:39:53(01.06.2020 11:49:53 ~ 01.06.2020 12:39:53) > Undelivered Order. ShopID = 2955. OrederID = 2433734. Weight = 13,919, Lat = 55,781178, Long = 37,139065, dist =7,92 km, arrivalTime =  23,76 min
01.06.2020 10:43:33(01.06.2020 11:53:33 ~ 01.06.2020 12:43:33) > Undelivered Order. ShopID = 2955. OrederID = 2437532. Weight = 7,748, Lat = 55,74334, Long = 37,109917, dist =9,75 km, arrivalTime =  29,26 min
01.06.2020 12:10:18(01.06.2020 13:20:18 ~ 01.06.2020 14:10:18) > Undelivered Order. ShopID = 2955. OrederID = 2444906. Weight = 3,663, Lat = 55,732559, Long = 37,146618, dist =7,63 km, arrivalTime =  22,89 min
01.06.2020 14:46:05(01.06.2020 15:56:05 ~ 01.06.2020 16:46:05) > Undelivered Order. ShopID = 2955. OrederID = 2454786. Weight = 5,342, Lat = 55,736973, Long = 37,147186, dist =7,34 km, arrivalTime =  22,01 min
01.06.2020 16:28:13(01.06.2020 17:38:13 ~ 01.06.2020 18:28:13) > Undelivered Order. ShopID = 2955. OrederID = 2459344. Weight = 1,543, Lat = 55,736973, Long = 37,147186, dist =7,34 km, arrivalTime =  22,01 min
01.06.2020 18:54:33(01.06.2020 20:04:33 ~ 01.06.2020 20:54:33) > Undelivered Order. ShopID = 2955. OrederID = 2467607. Weight = 7,425, Lat = 55,808290632765, Long = 37,2828478544023, dist =7,46 km, arrivalTime =  22,37 min
01.06.2020 10:17:59(01.06.2020 10:42:50 ~ 01.06.2020 12:17:59) > Undelivered Order. ShopID = 2970. OrederID = 2436574. Weight = 9,103, Lat = 52,950073, Long = 36,059067, dist =0,51 km, arrivalTime =  1,52 min
01.06.2020 12:36:27(01.06.2020 12:49:06 ~ 01.06.2020 14:36:27) > Undelivered Order. ShopID = 2970. OrederID = 2446935. Weight = 1,628, Lat = 52,9125712301149, Long = 36,0083698038558, dist =6,96 km, arrivalTime =  20,87 min
01.06.2020 13:15:43(01.06.2020 13:34:10 ~ 01.06.2020 15:15:43) > Undelivered Order. ShopID = 2970. OrederID = 2436033. Weight = 4,232, Lat = 52,988258, Long = 36,040939, dist =4,95 km, arrivalTime =  14,85 min
01.06.2020 13:06:31(01.06.2020 13:35:00 ~ 01.06.2020 15:06:31) > Undelivered Order. ShopID = 2970. OrederID = 2448213. Weight = 4,761, Lat = 52,978374, Long = 36,076447, dist =3,53 km, arrivalTime =  10,58 min
01.06.2020 17:51:49(01.06.2020 18:04:38 ~ 01.06.2020 19:51:49) > Undelivered Order. ShopID = 2970. OrederID = 2464178. Weight = 2,581, Lat = 52,978058, Long = 36,062199, dist =3,29 km, arrivalTime =  9,87 min
01.06.2020 14:28:56(01.06.2020 14:34:15 ~ 01.06.2020 16:28:56) > Undelivered Order. ShopID = 2981. OrederID = 2452526. Weight = 2,528, Lat = 59,8743006614155, Long = 30,3986826944428, dist =1,23 km, arrivalTime =  3,68 min
01.06.2020 13:11:10(01.06.2020 13:24:31 ~ 01.06.2020 15:11:10) > Undelivered Order. ShopID = 2987. OrederID = 2442743. Weight = 1,527, Lat = 52,9983343290295, Long = 36,0701473043786, dist =4,07 km, arrivalTime =  12,21 min
01.06.2020 15:02:51(01.06.2020 15:21:33 ~ 01.06.2020 17:02:51) > Undelivered Order. ShopID = 2987. OrederID = 2454948. Weight = 7,121, Lat = 52,972713, Long = 36,080448, dist =0,68 km, arrivalTime =  2,03 min
01.06.2020 15:11:37(01.06.2020 15:24:40 ~ 01.06.2020 17:11:37) > Undelivered Order. ShopID = 2987. OrederID = 2441589. Weight = 2,103, Lat = 53,003918, Long = 36,108631, dist =5,42 km, arrivalTime =  16,26 min
01.06.2020 15:17:34(01.06.2020 15:40:33 ~ 01.06.2020 17:17:34) > Undelivered Order. ShopID = 2987. OrederID = 2455693. Weight = 24,416, Lat = 52,971054, Long = 36,075607, dist =0,40 km, arrivalTime =  1,21 min
01.06.2020 15:17:13(01.06.2020 15:49:54 ~ 01.06.2020 17:17:13) > Undelivered Order. ShopID = 2987. OrederID = 2436471. Weight = 4,544, Lat = 52,962749, Long = 36,077305, dist =0,72 km, arrivalTime =  2,16 min
01.06.2020 16:54:12(01.06.2020 16:58:05 ~ 01.06.2020 18:54:12) > Undelivered Order. ShopID = 2987. OrederID = 2462040. Weight = 2,003, Lat = 52,970947, Long = 36,076492, dist =0,38 km, arrivalTime =  1,13 min
01.06.2020 18:21:35(01.06.2020 19:12:11 ~ 01.06.2020 20:21:35) > Undelivered Order. ShopID = 2992. OrederID = 2463545. Weight = 3,208, Lat = 55,752335, Long = 37,715748, dist =1,51 km, arrivalTime =  4,52 min
01.06.2020 11:35:30(01.06.2020 11:43:06 ~ 01.06.2020 13:35:30) > Undelivered Order. ShopID = 2999. OrederID = 2443051. Weight = 2,823, Lat = 48,6663866, Long = 44,4370786, dist =6,01 km, arrivalTime =  18,02 min
01.06.2020 12:55:19(01.06.2020 14:05:19 ~ 01.06.2020 14:55:19) > Undelivered Order. ShopID = 3005. OrederID = 2445312. Weight = 19,389, Lat = 55,5639464992293, Long = 36,0828716, dist =9,16 km, arrivalTime =  27,48 min
01.06.2020 10:02:16(01.06.2020 10:30:08 ~ 01.06.2020 12:02:16) > Undelivered Order. ShopID = 3028. OrederID = 2434601. Weight = 9,347, Lat = 56,1509472554097, Long = 47,1912324478081, dist =0,32 km, arrivalTime =  0,96 min
01.06.2020 10:06:16(01.06.2020 10:41:46 ~ 01.06.2020 12:06:16) > Undelivered Order. ShopID = 3028. OrederID = 2437140. Weight = 1,178, Lat = 56,1214747, Long = 47,1809947, dist =3,91 km, arrivalTime =  11,74 min
01.06.2020 12:22:15(01.06.2020 13:04:47 ~ 01.06.2020 14:22:15) > Undelivered Order. ShopID = 3059. OrederID = 2445697. Weight = 0,37, Lat = 55,7046985992304, Long = 37,7622508, dist =0,92 km, arrivalTime =  2,76 min
01.06.2020 10:41:54(01.06.2020 11:24:32 ~ 01.06.2020 12:41:54) > Undelivered Order. ShopID = 3063. OrederID = 2439159. Weight = 3,513, Lat = 47,279938, Long = 39,723328, dist =6,81 km, arrivalTime =  20,44 min
01.06.2020 11:28:22(01.06.2020 11:32:02 ~ 01.06.2020 13:28:22) > Undelivered Order. ShopID = 3063. OrederID = 2442484. Weight = 0,4, Lat = 47,279938, Long = 39,723328, dist =6,81 km, arrivalTime =  20,44 min
01.06.2020 11:50:48(01.06.2020 12:19:11 ~ 01.06.2020 13:50:48) > Undelivered Order. ShopID = 3063. OrederID = 2440577. Weight = 5,655, Lat = 47,2584018984302, Long = 39,7982784, dist =7,11 km, arrivalTime =  21,32 min
01.06.2020 12:28:17(01.06.2020 12:45:40 ~ 01.06.2020 14:28:17) > Undelivered Order. ShopID = 3063. OrederID = 2446133. Weight = 1,853, Lat = 47,2289614988227, Long = 39,7168571, dist =1,43 km, arrivalTime =  4,29 min
01.06.2020 12:31:11(01.06.2020 12:52:20 ~ 01.06.2020 14:31:11) > Undelivered Order. ShopID = 3063. OrederID = 2446472. Weight = 1,063, Lat = 47,2696488996075, Long = 39,819779, dist =9,56 km, arrivalTime =  28,69 min
01.06.2020 13:07:36(01.06.2020 14:17:36 ~ 01.06.2020 15:07:36) > Undelivered Order. ShopID = 3063. OrederID = 2448705. Weight = 4,261, Lat = 47,286083, Long = 39,784912, dist =8,94 km, arrivalTime =  26,82 min
01.06.2020 14:26:18(01.06.2020 14:40:50 ~ 01.06.2020 16:26:18) > Undelivered Order. ShopID = 3063. OrederID = 2453277. Weight = 0,163, Lat = 47,249191, Long = 39,768517, dist =4,20 km, arrivalTime =  12,60 min
01.06.2020 18:54:34(01.06.2020 19:04:41 ~ 01.06.2020 20:54:34) > Undelivered Order. ShopID = 3063. OrederID = 2468581. Weight = 3,378, Lat = 47,3005512, Long = 39,7239716, dist =9,55 km, arrivalTime =  28,64 min
01.06.2020 19:08:27(01.06.2020 19:37:49 ~ 01.06.2020 21:08:27) > Undelivered Order. ShopID = 3063. OrederID = 2469289. Weight = 6,128, Lat = 47,2347466, Long = 39,7250957, dist =1,00 km, arrivalTime =  2,99 min
01.06.2020 19:57:05(01.06.2020 20:05:52 ~ 01.06.2020 21:57:05) > Undelivered Order. ShopID = 3063. OrederID = 2471371. Weight = 1,302, Lat = 47,2571750976453, Long = 39,7691856, dist =4,98 km, arrivalTime =  14,95 min
01.06.2020 19:54:10(01.06.2020 20:10:29 ~ 01.06.2020 21:54:10) > Undelivered Order. ShopID = 3063. OrederID = 2469580. Weight = 2, Lat = 47,2571750976453, Long = 39,7691856, dist =4,98 km, arrivalTime =  14,95 min
01.06.2020 20:30:30(01.06.2020 20:49:08 ~ 01.06.2020 22:30:30) > Undelivered Order. ShopID = 3063. OrederID = 2452518. Weight = 0,46, Lat = 47,231049, Long = 39,73745, dist =0,50 km, arrivalTime =  1,49 min
01.06.2020 10:25:10(01.06.2020 10:37:58 ~ 01.06.2020 12:25:10) > Undelivered Order. ShopID = 3105. OrederID = 2438467. Weight = 6,395, Lat = 55,78217, Long = 38,6235071, dist =3,67 km, arrivalTime =  11,02 min
01.06.2020 14:33:33(01.06.2020 14:50:09 ~ 01.06.2020 16:33:33) > Undelivered Order. ShopID = 3105. OrederID = 2453456. Weight = 7,988, Lat = 55,771938498462, Long = 38,6009233, dist =5,35 km, arrivalTime =  16,05 min
01.06.2020 14:51:07(01.06.2020 15:00:32 ~ 01.06.2020 16:51:07) > Undelivered Order. ShopID = 3105. OrederID = 2454582. Weight = 0,785, Lat = 55,789421, Long = 38,69714, dist =2,53 km, arrivalTime =  7,60 min
01.06.2020 19:56:21(01.06.2020 20:15:38 ~ 01.06.2020 21:56:21) > Undelivered Order. ShopID = 3105. OrederID = 2465723. Weight = 2,938, Lat = 55,772369, Long = 38,709618, dist =2,93 km, arrivalTime =  8,78 min
01.06.2020 11:43:26(01.06.2020 12:53:26 ~ 01.06.2020 13:43:26) > Undelivered Order. ShopID = 3165. OrederID = 2442502. Weight = 16,435, Lat = 47,208111, Long = 39,619511, dist =7,89 km, arrivalTime =  23,68 min
01.06.2020 17:03:21(01.06.2020 17:07:28 ~ 01.06.2020 19:03:21) > Undelivered Order. ShopID = 3165. OrederID = 2456580. Weight = 1,703, Lat = 47,2349504624937, Long = 39,6883501672198, dist =2,57 km, arrivalTime =  7,71 min
01.06.2020 18:27:08(01.06.2020 18:31:53 ~ 01.06.2020 20:27:08) > Undelivered Order. ShopID = 3165. OrederID = 2467340. Weight = 0,509, Lat = 47,2205436, Long = 39,6995539, dist =0,51 km, arrivalTime =  1,54 min
01.06.2020 18:57:18(01.06.2020 19:22:13 ~ 01.06.2020 20:57:18) > Undelivered Order. ShopID = 3165. OrederID = 2468732. Weight = 3,678, Lat = 47,2220833, Long = 39,6257425, dist =7,19 km, arrivalTime =  21,58 min
01.06.2020 15:00:13(01.06.2020 15:37:36 ~ 01.06.2020 17:00:13) > Undelivered Order. ShopID = 3172. OrederID = 2454605. Weight = 17,546, Lat = 55,748219, Long = 37,874653, dist =0,75 km, arrivalTime =  2,24 min
01.06.2020 10:29:52(01.06.2020 11:18:34 ~ 01.06.2020 12:29:52) > Undelivered Order. ShopID = 3186. OrederID = 2438080. Weight = 3,693, Lat = 59,85743, Long = 30,410379, dist =2,66 km, arrivalTime =  7,99 min
01.06.2020 11:00:12(01.06.2020 11:37:18 ~ 01.06.2020 13:00:12) > Undelivered Order. ShopID = 3186. OrederID = 2439558. Weight = 3,561, Lat = 59,842525, Long = 30,419186, dist =3,59 km, arrivalTime =  10,76 min
01.06.2020 12:39:30(01.06.2020 13:18:47 ~ 01.06.2020 14:39:30) > Undelivered Order. ShopID = 3186. OrederID = 2445152. Weight = 11,196, Lat = 59,8378252989134, Long = 30,3899206, dist =2,54 km, arrivalTime =  7,61 min
01.06.2020 14:31:54(01.06.2020 14:54:22 ~ 01.06.2020 16:31:54) > Undelivered Order. ShopID = 3186. OrederID = 2453581. Weight = 11,518, Lat = 59,860603, Long = 30,456188, dist =5,76 km, arrivalTime =  17,29 min
01.06.2020 14:54:44(01.06.2020 14:57:30 ~ 01.06.2020 16:54:44) > Undelivered Order. ShopID = 3186. OrederID = 2455759. Weight = 2,003, Lat = 59,863335, Long = 30,4097, dist =2,85 km, arrivalTime =  8,55 min
01.06.2020 15:30:15(01.06.2020 16:28:45 ~ 01.06.2020 17:30:15) > Undelivered Order. ShopID = 3186. OrederID = 2456912. Weight = 5,912, Lat = 59,8356442992756, Long = 30,3865973, dist =2,70 km, arrivalTime =  8,10 min
01.06.2020 15:53:56(01.06.2020 16:53:13 ~ 01.06.2020 17:53:56) > Undelivered Order. ShopID = 3186. OrederID = 2458996. Weight = 2,435, Lat = 59,857555, Long = 30,4706456, dist =6,69 km, arrivalTime =  20,06 min
01.06.2020 12:53:06(01.06.2020 13:09:37 ~ 01.06.2020 14:53:06) > Undelivered Order. ShopID = 3266. OrederID = 2444427. Weight = 8,296, Lat = 55,7094, Long = 37,587318, dist =1,83 km, arrivalTime =  5,48 min
01.06.2020 14:59:09(01.06.2020 15:36:13 ~ 01.06.2020 16:59:09) > Undelivered Order. ShopID = 3268. OrederID = 2454083. Weight = 8,612, Lat = 59,9008282478449, Long = 30,4568811032243, dist =1,07 km, arrivalTime =  3,20 min
01.06.2020 19:57:00(01.06.2020 21:05:35 ~ 01.06.2020 21:57:00) > Undelivered Order. ShopID = 3268. OrederID = 2471169. Weight = 6,05, Lat = 59,8988264525537, Long = 30,4587402372096, dist =0,83 km, arrivalTime =  2,49 min
01.06.2020 10:21:31(01.06.2020 11:31:31 ~ 01.06.2020 12:21:31) > Undelivered Order. ShopID = 3277. OrederID = 2436512. Weight = 11,685, Lat = 55,853554, Long = 37,654083, dist =0,17 km, arrivalTime =  0,52 min
01.06.2020 11:07:36(01.06.2020 12:17:36 ~ 01.06.2020 13:07:36) > Undelivered Order. ShopID = 3277. OrederID = 2441130. Weight = 0,788, Lat = 55,855156, Long = 37,650063, dist =0,40 km, arrivalTime =  1,19 min
01.06.2020 14:22:06(01.06.2020 15:32:06 ~ 01.06.2020 16:22:06) > Undelivered Order. ShopID = 3277. OrederID = 2453108. Weight = 9,461, Lat = 55,852142, Long = 37,651787, dist =0,43 km, arrivalTime =  1,28 min
01.06.2020 15:09:25(01.06.2020 16:19:25 ~ 01.06.2020 17:09:25) > Undelivered Order. ShopID = 3277. OrederID = 2455519. Weight = 3,828, Lat = 55,857559, Long = 37,639072, dist =1,28 km, arrivalTime =  3,83 min
01.06.2020 15:13:12(01.06.2020 16:23:12 ~ 01.06.2020 17:13:12) > Undelivered Order. ShopID = 3277. OrederID = 2456807. Weight = 9,449, Lat = 55,8617118, Long = 37,6446192, dist =1,24 km, arrivalTime =  3,71 min
01.06.2020 15:30:38(01.06.2020 16:40:38 ~ 01.06.2020 17:30:38) > Undelivered Order. ShopID = 3277. OrederID = 2455347. Weight = 13,105, Lat = 55,848183, Long = 37,636639, dist =1,64 km, arrivalTime =  4,93 min
01.06.2020 15:35:39(01.06.2020 16:45:39 ~ 01.06.2020 17:35:39) > Undelivered Order. ShopID = 3277. OrederID = 2457758. Weight = 0,853, Lat = 55,847885, Long = 37,638042, dist =1,58 km, arrivalTime =  4,73 min
01.06.2020 15:50:59(01.06.2020 17:00:59 ~ 01.06.2020 17:50:59) > Undelivered Order. ShopID = 3277. OrederID = 2457944. Weight = 7,498, Lat = 55,856152, Long = 37,659721, dist =0,39 km, arrivalTime =  1,17 min
01.06.2020 10:17:38(01.06.2020 10:36:48 ~ 01.06.2020 12:17:38) > Undelivered Order. ShopID = 3287. OrederID = 2436035. Weight = 7,404, Lat = 54,021088, Long = 38,268127, dist =1,91 km, arrivalTime =  5,74 min
01.06.2020 12:07:49(01.06.2020 12:18:07 ~ 01.06.2020 14:07:49) > Undelivered Order. ShopID = 3287. OrederID = 2439088. Weight = 2,573, Lat = 54,010303, Long = 38,311638, dist =2,11 km, arrivalTime =  6,33 min
01.06.2020 12:41:28(01.06.2020 13:13:38 ~ 01.06.2020 14:41:28) > Undelivered Order. ShopID = 3287. OrederID = 2445610. Weight = 3,165, Lat = 54,0042760996096, Long = 38,2889042, dist =0,91 km, arrivalTime =  2,73 min
01.06.2020 18:30:57(01.06.2020 19:07:19 ~ 01.06.2020 20:30:57) > Undelivered Order. ShopID = 3287. OrederID = 2462337. Weight = 7,143, Lat = 54,0207480996096, Long = 38,2693905, dist =1,81 km, arrivalTime =  5,43 min
01.06.2020 18:46:12(01.06.2020 19:17:34 ~ 01.06.2020 20:46:12) > Undelivered Order. ShopID = 3287. OrederID = 2434615. Weight = 5,569, Lat = 54,0440021992194, Long = 38,2478762, dist =5,31 km, arrivalTime =  15,94 min
01.06.2020 13:08:21(01.06.2020 14:03:19 ~ 01.06.2020 15:08:21) > Undelivered Order. ShopID = 3295. OrederID = 2444068. Weight = 28,25, Lat = 55,3112877731755, Long = 38,4361330884778, dist =18,50 km, arrivalTime =  55,51 min
01.06.2020 11:52:29(01.06.2020 12:04:21 ~ 01.06.2020 13:52:29) > Undelivered Order. ShopID = 3299. OrederID = 2442568. Weight = 13,573, Lat = 60,034336, Long = 30,453766, dist =0,34 km, arrivalTime =  1,02 min
01.06.2020 12:26:21(01.06.2020 13:06:51 ~ 01.06.2020 14:26:21) > Undelivered Order. ShopID = 3299. OrederID = 2445435. Weight = 0,18, Lat = 60,054626, Long = 30,473448, dist =3,09 km, arrivalTime =  9,26 min
01.06.2020 12:32:01(01.06.2020 13:42:01 ~ 01.06.2020 14:32:01) > Undelivered Order. ShopID = 3299. OrederID = 2446719. Weight = 0,5, Lat = 60,054497, Long = 30,473574, dist =3,07 km, arrivalTime =  9,22 min
01.06.2020 13:15:52(01.06.2020 14:25:52 ~ 01.06.2020 15:15:52) > Undelivered Order. ShopID = 3299. OrederID = 2449126. Weight = 2,193, Lat = 60,035549, Long = 30,455961, dist =0,38 km, arrivalTime =  1,15 min
01.06.2020 19:09:11(01.06.2020 19:26:51 ~ 01.06.2020 21:09:11) > Undelivered Order. ShopID = 3299. OrederID = 2469351. Weight = 0,824, Lat = 60,0311189, Long = 30,4603683, dist =0,28 km, arrivalTime =  0,85 min
01.06.2020 10:19:29(01.06.2020 10:23:43 ~ 01.06.2020 12:19:29) > Undelivered Order. ShopID = 3324. OrederID = 2438018. Weight = 20, Lat = 55,930882, Long = 37,305248, dist =3,53 km, arrivalTime =  10,60 min
01.06.2020 11:56:18(01.06.2020 13:06:18 ~ 01.06.2020 13:56:18) > Undelivered Order. ShopID = 3324. OrederID = 2443451. Weight = 1,803, Lat = 55,9437597976972, Long = 37,2613527, dist =0,24 km, arrivalTime =  0,71 min
01.06.2020 13:31:21(01.06.2020 13:42:25 ~ 01.06.2020 15:31:21) > Undelivered Order. ShopID = 3328. OrederID = 2450682. Weight = 0,56, Lat = 59,1899803, Long = 39,8587775, dist =3,92 km, arrivalTime =  11,77 min
01.06.2020 13:58:41(01.06.2020 14:25:40 ~ 01.06.2020 15:58:41) > Undelivered Order. ShopID = 3328. OrederID = 2452420. Weight = 8,61, Lat = 59,2148517, Long = 39,8129033, dist =5,33 km, arrivalTime =  16,00 min
01.06.2020 15:28:52(01.06.2020 15:51:34 ~ 01.06.2020 17:28:52) > Undelivered Order. ShopID = 3328. OrederID = 2433438. Weight = 1,401, Lat = 59,201538, Long = 39,831966, dist =4,38 km, arrivalTime =  13,13 min
01.06.2020 11:14:47(01.06.2020 11:22:40 ~ 01.06.2020 13:14:47) > Undelivered Order. ShopID = 3334. OrederID = 2441083. Weight = 6,433, Lat = 55,969635, Long = 37,512177, dist =0,32 km, arrivalTime =  0,96 min
